batch_id,row_number,record_type,cycle,sphere,proposal_text,responsible_org,interested_orgs,completion_form,due_raw,status_raw,position_go_2024_2025,position_go_2026_03_27,position_adgs,case_raw
d3c7eac0-e095-4d95-8e24-d4987a175940,904,Анализ,V,Энергетика,"При заключении договоров обязать сотрудников                                      ТОО «Шыгысэнерготрейд» осуществлять разъяснение по установленным тарифам с указанием разницы при составлении договора на 1 и более лиц, также рассмотреть возможность возмещения затрат для обратившихся граждан.",Аппарат акима Восточно-Казахстанской области,,Проект приказа Министра энергетики «О внесений изменений и дополнений в приказ и.о. Министра энергетики от 25 февраля 2015 года №143 «Об утверждении Правил пользования электрической энергией»,"ІІІ квартал 
2025 года",В работе,,,,
d3c7eac0-e095-4d95-8e24-d4987a175940,905,Анализ,V,Энергетика,Предлагается расширить Единый платежный документ за коммунальные услуги ТОО «ЕРЦ-Сервис».,МПС,МЦРиАП,Информация об исполнении в Аппарат Правительства,2026 год,В работе,,В проработке,,
d3c7eac0-e095-4d95-8e24-d4987a175940,906,Анализ,V,Энергетика,"Стандарт обслуживания Единого Расчетного Центра позволяет руководствоваться основными принципами взаимодействия с потребителями: индивидуальный подход, оперативность реагирования на обращения/заявления, полнота, актуальность и достоверность информации. ТОО «Единый Расчетный Центр» обеспечивает потребность клиента-потребителя в прозрачности и обоснованности начислений за предоставленные жилищно-коммунальные услуги, возможности получения информации по лицевому счету, возможности передачи потребителем всех необходимых данных всеми доступными способами для проведения расчетов.",МПС,МЦРиАП,Информация об исполнении в Аппарат Правительства,2026 год,В работе,,В проработке,,
d3c7eac0-e095-4d95-8e24-d4987a175940,907,Анализ,V,Энергетика,"В целях создания комфортных условий для потребителей, необходимо рассмотреть возможность оплаты за коммунальные услуги через личный кабинет, мобильные приложения банков второго уровня, отделения Казпочты и иные кассы.",МПС,МЦРиАП,Информация об исполнении в Аппарат Правительства,2026 год,В работе,,В проработке,,
d3c7eac0-e095-4d95-8e24-d4987a175940,908,Анализ,V,Энергетика,"Для получения консультаций и информации, а также в целях оперативного устранения возникающих проблем запустить бесплатный центр обработки звонков «Единый контакт-центр» (колл-центр), в том числе в области Абай. К примеру, служба 109 города Астана, «iKomek»-центр, где жители могут получить информацию, оставить обращения по вопросам образования, социальной сферы, коммунальных проблем и другим вопросам.",МПС,"МЭ, МЦРиАП",Информация об исполнении в Аппарат Правительства,"4 квартал 
2025 года",В работе,,В проработке,,
d3c7eac0-e095-4d95-8e24-d4987a175940,909,Анализ,V,Энергетика,"Предлагается рассмотреть вопрос об увеличении суммы закупа однородных видов ТРУ, предусмотренной годовым и (или) среднесрочным планом закупа на соответствующий календарный год.
В этой связи, редакция пп.31) Приложения 1 Правил, будет изложена следующим образом:
Без применения норм подпунктов 1), 2), 3), 4) пункта 1 статьи 131 Кодекса Республики Казахстан «О недрах и недропользовании» и норм подпунктов 1), 2), 3), 5) пункта 1 статьи 179 Кодекса, приобретается ТРУ, если общая сумма однородных видов ТРУ, предусмотренная годовым и (или) среднесрочным планом закупа на соответствующий календарный год, в стоимостном выражении не превышает тысячекратный размер МРП, установленного на соответствующий финансовый год.",МЭ,"МНЭ
МФ",Информация об исполнении в Аппарат Правительства,"ІV квартал 
2025 года",Не поддерживается - исключить,,"Снять с контроля.
Предложение о повышении порога по закупу без применения конкурсных процедур для товаров, работ и услуг, сумма которых не превышает 1000 МРП не поддерживается Министерством энергетики РК по следующим причинам:
-500 МРП (3 932 000 тенге) не является незначительно суммой при проведении закупа. Многие малые и средние предприятия в регионах участвуют в таких закупках на постоянной основе, а для некоторых компаний такие закупки являются основным видом деятельности;
-недропользователи могут злоупотреблять данной нормой путем разделения крутной закупки на небольшие части по 1000 МРП, таким образом, избегая необходимости соблюдения закупочных процедур, что делает закуп непрозрачным и невозможным для мониторинга. При этом, делить крупную закупку по 500 МРП затратнее и будет выделяться в отчете;
-отсутствие внятного обоснования необходимости внесения такого изменения, за исключением «негативного влияния на временных показателях недропользователей». По мнению Министерства энергетики РК, данное негативное влияние возможно избежать путем более надлежащего планирования своей деятельности;
-по поручению Премьер-Министра Республики Казахстан О. А. Бектенова от 21 февраля 2024 года, необходимо выделять товары, закупленные в рамках исполнения договора на выполнение работ и оказание услуг. Предлагаемая мера, напротив, позволит еще более тщательно прятать импортные товары при проведении подрядных работ, т.к. отсутствует необходимость проведения прозрачных закупочных процедур, в том числе среди отечественных товаропроизводителей. Так, Согласно Поручению, Министерству энергетики Республики Казахстан необходимо осуществить меры поддержки отечественных товаропроизводителей, увеличения доли внутристрановой ценности в приобретаемых недропользователями товарах, а также создания реестра отечественных товаропроизводителей. Указанные изменения направлены на поддержку принципов экономического развития на благо всего народа, казахстанского патриотизма закрепленных пунктом 2 статьи 1 Конституции Республики Казахстан, а также на поддержку казахстанских товаропроизводителей согласно принципу подпункта 3) пункта 8 Правил приобретения недропользователями и их подрядчиками товаров, работ и услуг, используемых при проведении операций по разведке или добыче углеводородов и добыче урана утвержденных приказом Министра энергетики №196 от 18 мая 2018 года (далее – Правила). 
Согласно указанному поручению были разработаны следующие поправки в Правила:
1) В соответствии с пунктами 6,7 и 24 Правил, при наличии в Реестре ОТП двух и более товаропроизводителей закупаемого товара, заказчик осуществляет приобретение товаров способом открытого конкурса, открытого конкурса на понижение (электронные торги) среди указанных товаропроизводителей закупаемого товара.
2) При наличии единственного товаропроизводителя закупаемого товара в Реестре ОТП, приобретение осуществляется способом из одного источника у данного товаропроизводителя на основании подпункта 12) пункта 85 настоящих Правил.","Предлагается поддержать МЭ, увеличение сумм затрат будет способствовать возникновению коррупционных рисков","В соответствии с п.6 Правил приобретения недропользователями и их подрядчиками товаров, работ и услуг (далее – ТРУ), используемых при проведении операций по разведке или добыче углеводородов и добыче урана, утвержденных приказом Министра энергетики Республики Казахстан 
от 18 мая 2018 года №196 (далее – Правила), приобретение ТРУ при проведении операций по добыче урана, в том числе подрядчиками, осуществляется одним из следующих способов:
-	открытый конкурс;
-	из одного источника;
-	открытый конкурс на понижение (электронные торги);
-	на товарных биржах.
Согласно пп.31) Приложения 1 Правил, без применения вышеуказанных норм, приобретается ТРУ, если общая сумма однородных видов ТРУ, предусмотренная годовым и (или) среднесрочным планом закупа на соответствующий календарный год, в стоимостном выражении не превышает пятисоткратный размер МРП, установленного на соответствующий финансовый год.
Таким образом, приобретение однородных ТРУ небольшими объемами, необходимых для проведения операций по недропользованию (оборудование для бурения, трубопроводные системы, химические реагенты и т.д.), осуществляется посредством открытого конкурса, одного источника, электронных торгов либо на товарных биржах, что негативно сказывается на временных показателях деятельности недропользователя.
Справочно: в соответствии с Законом Республики Казахстан 
«О государственных закупках», процесс осуществления государственных закупок способом конкурса, с проведением процедур по извещению, подаче и обеспечения заявления, рассмотрения заявлений и формирования протокола об итогах государственных закупок – составляет от 12 до 15 рабочих дней (без учета признания конкурса не состоявшимся)."
d3c7eac0-e095-4d95-8e24-d4987a175940,910,Анализ,V,Энергетика,"Предлагается статью 15-8 Закона исключить, предусмотрев в Законе норму, что порядок организации и проведения аукционных торгов определяется подзаконным нормативным правовым актом.",МЭ,,Внесение измененний в Закон РК «Об электроэнергетике»,"ІV квартал 
2025 года",Не поддерживается - исключить,,"Исключить пункт из Плана.
1. Иерархия нормативных правовых актов. 
Согласно статье 10 Закона «О правовых актах», законы занимают более высокий уровень в иерархии нормативных правовых актов, чем подзаконные акты. Исключение статьи 15-8 из Закона и полное регулирование этого вопроса на уровне подзаконных актов приведет к снижению юридической силы ключевых норм, что нарушит принцип иерархии.
Пример: Порядок проведения аукционных торгов непосредственно влияет на развитие электроэнергетики, инвестиционную привлекательность и защиту интересов участников. Такие стратегические вопросы должны регулироваться законом, а не подзаконными актами.
2. Прямое действие закона (статья 11).
Закон, как нормативный акт высшей силы (после Конституции), обеспечивает прямое и обязательное регулирование. Исключение статьи 15-8 снизит предсказуемость правового регулирования, что может привести к изменениям правил без широкого обсуждения.
Риск: Подзаконные акты могут быть изменены быстрее и проще, что создает нестабильность для участников рынка, тогда как закрепление норм в законе обеспечивает их устойчивость.
3. Предотвращение правовых коллизий (статья 12).
Согласно статье 12, при наличии противоречий в нормах нормативных правовых актов разного уровня действуют нормы акта более высокого уровня. Исключение статьи 15-8 и регулирование исключительно подзаконными актами увеличивает риск противоречий, что осложнит правоприменение.
4. Системность законодательства (статья 4)
Исключение статьи 15-8 нарушит принцип системности и непротиворечивости законодательства. Закон должен содержать базовые положения, а подзаконные акты — лишь детализировать их.
Аналогия: В международной практике стратегические вопросы электроэнергетики регулируются на уровне законов, что повышает доверие инвесторов.
5. Гласность и прозрачность правотворчества (статья 19).
Процедура внесения изменений в закон более прозрачна: включает обязательное обсуждение, согласования и публичность процесса. Подзаконные акты принимаются быстрее, но с меньшей степенью публичного контроля.
Риск: Передача полномочий в области регулирования аукционных торгов на уровень подзаконных актов снизит участие заинтересованных сторон в обсуждении и принятии норм.
Исключение статьи 15-8 из Закона «Об электроэнергетике» противоречит ключевым принципам, закрепленным в Законе «О правовых актах»:
Нарушение иерархии и снижение юридической силы ключевых норм (статья 10);
Снижение правовой определенности и стабильности (статья 11);
Увеличение риска правовых коллизий (статья 12);
Подрыв системности и прозрачности правового регулирования (статьи 4 и 19).
На основании вышеизложенного считаем не целесообразным исключение статьи 15-8 Закона и включение в Закон нормы, предусматривающий порядок организации и проведения аукционных торгов определяемый подзаконным нормативным правовым актом.","Необходимо уточнить вносились ли изменения в данную статью Закона, возможно был частично упрощен. Нет необходимости дублирования нет.","Статьей 15-8 Закона «Об электроэнергетике» (далее – Закон) определен порядок организации и проведения аукционных торгов на строительство вновь вводимых в эксплуатацию генерирующих установок с маневренным режимом генерации, где предусматривается отбор проектов, требования к генерирующим установкам, требования к пакету документов для участия на торгах.
Аналогичные требования более детально изложены в Правилах организации и проведения аукционных торгов на строительство вновь вводимых в эксплуатацию генерирующих установок с маневренным режимом генерации, утвержденных приказом исполняющего обязанности Министра энергетики Республики Казахстан от 30 апреля 2021 года № 161.
Таким образом, отдельные нормы Закона фактически дублируют подзаконный нормативный правовой акт.
Вместе с тем, разработка и принятие законопроектов ввиду их сложности (разработка консультативного документа, размещение консультативного документа на интернет-портале, направление консультативного документа в Министерство юстиции Республики Казахстан, рассмотрение консультативного документа на заседании специальной комиссии, разработка проекта закона, в том числе подзаконных нормативных правовых актов, если соответствующим проектом закона предусмотрено их принятие, проведение анализа регуляторного воздействия проекта закона и так далее) по сравнению с вынесением подзаконных нормативных правовых актов могут затянуться на длительный срок.
В этой связи с учетом того, что указанные вопросы регулируются подзаконными нормативными правовыми актами наличие дублирующих норм в Законе нецелесообразно, поскольку данное обстоятельство порождает для заинтересованных органов неоправданную деятельность по разработке законопроектов с поправками."
d3c7eac0-e095-4d95-8e24-d4987a175940,911,Анализ,V,Энергетика,"Предлагается, в период выдачи паспортов готовности энергопроизводящим и энергопередающим организациям к работе в осенне-зимний период наделить возможностью (компетенцией) для проведения выездных проверок государственными техническими инспекторами и привлечению к этой работе сторонних экспертных организаций. Внести соответствующие дополнения в Закон «Об электроэнергетике» (статью 6) и Правила оказания госуслуги.",МЭ,,Проект приказа Министра энергетики «О внесений изменений и дополнений в приказ и.о. Министра энергетики от 25 февраля 2015 года №143 «Об утверждении Правил пользования электрической энергией»,"ІV квартал 
2025 года",Исполнено,,"Исполнено.
Приказом Министра энергетики РК от 25.11.2024 № 415 внесены данные изменения в пункт 9 Правил получения энергопроизводящими, энергопередающими организациями и теплопроизводящими, теплотранспортирующими субъектами паспорта готовности к работе в осенне-зимний период, утвержденных
Приказом Министра энергетики Республики Казахстан от 2 февраля 2015 года №55. При этом, внесение изменений в Закон не требуется.",,
d3c7eac0-e095-4d95-8e24-d4987a175940,912,Анализ,V,Энергетика,Необходимо признать постановление Правительства РК от 09 апреля 1999 года № 400 «О дополнительных мерах по государственному регулированию цен и тарифов на услуги предприятий-монополистов» устаревшим и неактуальным.,МНЭ,"МЭ, АЗРК",Информация об исполнении в Аппарат Правительства,конец 2026 года,В работе,"позиция МЭ:(передать в МНЭ) Не поддерживается. (МНЭ, МЭ )
В соответствии с пунктом 1 Положения о Комитете по регулированию естественных монополий Министерства национальной экономики Республики Казахстан, утвержденного приказом Министра национальной экономики Республики Казахстан от 29 июля 2019 года №190, Комитет по регулированию естественных монополий Министерства национальной экономики Республики Казахстан осуществляет руководство в сферах естественных монополий, за исключением сфер аэронавигации, аэропортов и по предоставлению в имущественный наем (аренду) или пользование кабельной канализации, на общественно значимых рынках, за исключением оказания услуг аэропортов на внутренних рейсах: посадка-высадка пассажиров (посредством телескопического трапа), предоставление в аренду помещений аэропорта, используемых в целях обеспечения перевозочного процесса, обработка грузов, предоставление рабочего места (площади) для регистрации пассажиров, обеспечение воздушных судов авиационными горюче-смазочными материалами, а также государственный контроль за соблюдением энергопроизводящими и энергоснабжающими организациями требований Закона Республики Казахстан «Об электроэнергетике».
Также, в соответствии со статьей 6 Закона Республики Казахстан «О естественных монополиях» Государственное регулирование деятельности в сферах естественных монополий осуществляется путем:
1) формирования Государственного регистра субъектов естественных монополий;
2) формирования, установления и утверждения тарифа;
3) определения методов тарифного регулирования сфер естественных монополий;
4) выдачи согласия на совершение отдельных действий субъектом естественной монополии, а также принятия от субъекта естественной монополии уведомления об осуществлении деятельности, не относящейся к регулируемым услугам, в соответствии с Законом Республики Казахстан «О разрешениях и уведомлениях»;
5) формирования перечня регулируемых услуг.
С учетом вышеизложенного, а также характера постановления Правительства Республики Казахстан от 9 апреля 1999 года №400 «О дополнительных мерах по государственному регулированию цен и тарифов на услуги предприятий - монополистов» (далее - Постановление), вопросы по постановке на утрату и/или его актуализации является прерогативой МНЭ РК. 
В этой связи, считаем необходимым исключить МЭ РК в качестве основного исполнителя по данному мероприятию.",,На заслушивании принято решение о проработке вопроса,"Постановление Правительства Республики Казахстан от 9 апреля 1999 года №400 «О дополнительных мерах по государственному регулированию цен и тарифов на услуги предприятий-монополистов» (далее – Постановление) является препятствием для осуществления функции по утверждению норм потребления коммунальных услуг по электроснабжению и теплоснабжению для потребителей, не имеющих приборов учета.
Постановление принято в целях  государственного регулирования цен на производство и снабжение тепловой энергией, услуги по газоснабжению, электроснабжению, водоснабжению, эксплуатации подъездных железнодорожных путей, оказываемые хозяйствующими субъектами, занимающими доминирующее положение на рынках и использующими его для необоснованного повышения цен и тарифов, что предусматривалось статьями: 
7-1. «Государственное регулирование цен на регулируемых рынках» (статья 7-1 исключена Законом РК от 29.10.2015 № 376-V, введена в действие с 01.01.2017), 7-2. «Порядок ценообразования на регулируемых рынках» (статья 7-2 исключена Законом РК от 29.10.2015 № 376-V (введена в действие с 01.01.2017). Закона РК «О естественных монополиях от 9 июля 1998 года N 272 (утратил силу Законом РК от 27 декабря 2018 года № 204-VІ).    
          Вместе с тем, «Типовые правила расчета норм потребления коммунальных услуг по электроснабжению и теплоснабжению для потребителей, не имеющих приборов учета», утвержденным приказом Министра национальной экономики РК от 13 января 2015 года № 15 (далее – Правила) не могут быть применены, так постановление Правительства РК от 09.04.1999 года №400 «О дополнительных мерах по государственному регулированию цен и тарифов на услуги предприятий-монополистов» устанавливает ограничение на нормы потребления коммунальных услуг для потребителей, не имеющих приборов учета на уровне 2003 года. Имеются решения суда различных инстанций.
По данной причине, норма потребления тепловой энергии по тепловой энергии в г. Павлодар в настоящее время составляет 0,2 Гкалл и находится на уровне 2003 года (установлена данная норма была решением акима в 1999 г.). 
Вместе с тем нормы должны пересматриваться каждые 5 лет. По данной причине также не представляется возможным рассмотрение норм по теплоснабжению для города Экибастуза."
d3c7eac0-e095-4d95-8e24-d4987a175940,913,Анализ,V,Энергетика,"Предлагается в подпункте 15) пункта 6 статьи 15 Закона «О естественных монополиях» следующую редакцию «документы, подтверждающие планируемый объем регулируемых услуг (реестр договоров с указанием фактических объемов потребления регулируемых услуг, документы, подтверждающие снижение объемов потребления регулируемых услуг, расчеты объемов потребления регулируемых услуг, исходя из обязанности качественного всеобщего обслуживания и возможностей субъекта естественной монополии, недопустимости снижения объемов с целью поддержания или роста уровня тарифов»",МНЭ,"МЭ, АЗРК",Внесение изменений в Закон «О естественных монополиях»,конец 2026 года,В работе,"позиция МЭ: Основной исполнитель МНЭ.
Разработчиком Закона РК «О естественных монополиях» является Министерство национальной экономики РК. В свою очередь Министерство энергетики РК в рамках компетенции только может представить предложение о внесении изменений в данный Закон. 
На основании вышеизложенного данный пункт необходимо закрепить за МНЭ РК.",,На заслушивании принято решение о проработке вопроса,"Согласно подпункту 15) пункта 6 статьи 15 Закона «О естественных монополиях» субъект естественных монополий (далее – СЕМ) обязан предоставить документы, подтверждающие планируемый объем регулируемых услуг (реестр договоров с указанием фактических объемов потребления регулируемых услуг, документы, подтверждающие снижение объемов потребления регулируемых услуг, расчеты объемов потребления регулируемых услуг, исходя из обязанности качественного всеобщего обслуживания и возможностей субъекта естественной монополии, недопустимости снижения объемов с целью поддержания или роста уровня тарифов, материалы маркетинговых исследований потребительского спроса). 
Считаем, что необходимости в проведении исследования нет, так как РЭКи является субъектом естественной монополии и конкурентов по предоставлению передачи электроэнергии нет."
d3c7eac0-e095-4d95-8e24-d4987a175940,914,Анализ,V,Энергетика,Поскольку СЕМ размещает два раза одну и туже информацию на интернет-ресурсе СЕМ. Учитывая цифровую грамотность населения и малым спросом печатной публикации (при этом размещение информации в печатном издании для СЕМ несет дополнительные расходы) предлагаем исключить пункт 307 правил.,МНЭ,АЗРК,Информация об исполнении в Аппарат Правительства,конец 2026 года,В работе,"позиция МЭ:  (передать в МНЭ) Не поддерживается.
Министерством направлено письмо в Министерство национальной экономики Республики Казахстан № 26-1-26/984-И от 11 февраля 2025 года касательно внесения изменения в Правила осуществления деятельности субъектами естественных монополий утвержденной Приказом Министра национальной экономики Республики Казахстан от 13 августа 2019 года № 73, так как согласно своего положения МНЭ является центральным исполнительным органом, осуществляющим руководство, а также межотраслевую координацию в сферах естественных монополий.
На основании вышеизложенного данный пункт необходимо закрепить за МНЭ РК.",,На заслушивании принято решение о проработке вопроса,"Согласно Порядка проведения отчетов об исполнении утвержденных тарифных смет, об исполнении утвержденных инвестиционных программ, о соблюдении показателей качества и надежности регулируемых услуг и достижении показателей эффективности деятельности субъектов естественных монополий (далее – СЕМ) перед потребителями и иными заинтересованными лицами, утвержденные Приказом Министра национальной экономики Республики Казахстан от 13 августа 2019 года № 73 (далее - Правила), субъект естественной монополии не позднее 1 августа текущего календарного года и 1 мая следующего календарного года, размещает в средствах массовой информации, распространяемых на территории соответствующей административно-территориальной единицы и (или) на своем интернет-ресурсе, отчеты перед потребителями и иными заинтересованными лицами об исполнении утвержденной тарифной сметы, об исполнении утвержденной инвестиционной программы, о соблюдении показателей качества и надежности регулируемых услуг и достижении показателей эффективности деятельности субъектов естественных монополий с обоснованиями, в том числе финансовую отчетность.
При этом согласно пункта 307 Правил СЕМ не позднее пяти рабочих дней со дня проведения отчета перед потребителями и иными заинтересованными лицами размещает его в средствах массовой информации и на своем интернет-ресурсе либо направляет в ведомство уполномоченного органа или его территориальный орган для размещения на его интернет-ресурсе."
d3c7eac0-e095-4d95-8e24-d4987a175940,915,Анализ,V,Энергетика,"Предлагается исключить подпункты 2), 3) пункта 36 Правил, где предусмотрены требования о предъявлении документов, которые могут быть получены посредством информационных систем.",МЭ,,Информация об исполнении в Аппарат Правительства,"4 квартал 
2026 года",в работе,,"Не поддерживается. (ІV квартал 2026 года)
На сегодняшний день документы, указанные в подпунктах 2), 3) пункта 36 Правил организации и проведения аукционных торгов на строительство вновь вводимых в эксплуатацию генерирующих установок с маневренным режимом генерации, утвержденных приказом исполняющего обязанности Министра энергетики Республики Казахстан от 30 апреля 2021 года № 161 (далее – Правила), отсутствуют в объектах информатизации «электронного правительства».
В связи с чем, предложение по исключению подпунктов 2), 3) пункта 36 Правил, где предусмотрены требования о предъявлении документов, которые могут быть получены посредством информационных систем считаем нецелесообразным.",Необходимо уточнить отсутствие технической возможности. А по факту логика есть в реализации рекомендации,"В соответствии с пунктом 36 Правил организации и проведения аукционных торгов на строительство вновь вводимых в эксплуатацию генерирующих установок с маневренным режимом генерации, утвержденных приказом исполняющего обязанности Министра энергетики Республики Казахстан от 30 апреля 2021 года № 161 (далее – Правила), для регистрации в электронной системе организатора аукционных торгов, заявитель, получивший допуск к регистрации в электронной системе организатора аукционных торгов, обращается на официальный интернет-ресурс организатора аукционных торгов для прохождения онлайн-регистрации и представляет в его адрес в электронном виде следующие документы:
1) копию устава;
2) копию справки о государственной регистрации (перерегистрации) юридического лица;
3) копию решения соответствующего органа юридического лица о назначении первого руководителя;
4) доверенность на представителя (при представлении интересов осуществляет не первый руководитель);
5) информацию о реквизитах юридического лица (банковские реквизиты, адрес, контактные телефоны, электронный адрес).
Согласно подпункту 5-1 статьи 45 Административного процедурно-процессуального кодекса Республики Казахстан Государственным органам и иным лицам при осуществлении государственных функций и оказании вытекающих из них государственных услуг запрещаются сбор и истребование информации от физических и юридических лиц в случае их наличия в объектах информатизации «электронного правительства».
На сегодняшний день документы, указанные в подпунктах 2), 3) пункта 36 Правил имеются в объектах информатизации ""электронного правительства""."
